id_item,coluna,data_transicao
2385,New,2025-05-02T19:41:53.897Z
2385,New,2025-05-02T19:41:54.12Z
2385,New,2025-05-02T19:42:35.477Z
2385,New,2025-05-07T16:47:49.6Z
2385,New,2025-05-12T16:16:13.313Z
2385,New,2025-05-15T20:31:31.51Z
2911,New,2025-05-15T20:09:05.777Z
2911,New,2025-05-15T20:10:46.203Z
2911,New,2025-05-15T20:15:08.967Z
2388,New,2025-05-02T19:44:37.823Z
2388,New,2025-05-02T19:44:38.053Z
2388,New,2025-05-02T19:45:25.74Z
2388,New,2025-05-12T16:16:46.813Z
2388,New,2025-05-15T20:57:48.217Z
2599,New,2025-05-12T12:19:57.853Z
2599,New,2025-05-12T13:12:39.05Z
2599,New,2025-05-12T16:26:06.967Z
2599,New,2025-05-12T16:48:04.377Z
2599,New,2025-05-15T18:44:51.44Z
2376,New,2025-05-02T19:24:36.917Z
2376,New,2025-05-02T19:24:37.153Z
2376,New,2025-05-02T19:25:10.333Z
2376,New,2025-05-12T16:18:26.38Z
2376,New,2025-05-15T20:55:17.537Z
2376,New,2025-05-15T21:05:00.183Z
2600,New,2025-05-12T12:30:13.33Z
2600,New,2025-05-12T13:12:44.29Z
2600,New,2025-05-12T16:25:56.4Z
2600,New,2025-05-12T16:48:11.097Z
2600,New,2025-05-15T18:44:51.44Z
2372,New,2025-05-02T19:16:47.813Z
2372,New,2025-05-02T19:16:48.043Z
2372,New,2025-05-02T19:18:40.103Z
2372,New,2025-05-12T16:18:57.357Z
2372,New,2025-05-15T20:56:28.687Z
2367,New,2025-05-02T19:09:22.74Z
2367,New,2025-05-02T19:09:23.187Z
2367,New,2025-05-02T19:10:53.023Z
2367,New,2025-05-12T16:19:11.52Z
2367,New,2025-05-15T20:55:51.277Z
2415,New,2025-05-06T12:56:36.59Z
2415,New,2025-05-06T13:34:32.833Z
2415,New,2025-05-12T14:46:52.017Z
2415,New,2025-05-12T16:19:18.737Z
2415,New,2025-05-15T20:33:06.323Z
2592,New,2025-05-09T20:39:31.243Z
2592,New,2025-05-09T20:40:18.417Z
2592,New,2025-05-12T16:39:30.947Z
2592,New,2025-05-15T20:33:55.267Z
2697,New,2025-05-13T13:27:38.517Z
2697,New,2025-05-13T13:27:55.237Z
2792,New,2025-05-13T19:24:57.523Z
2792,New,2025-05-14T22:01:17.67Z
2792,New,2025-05-14T22:03:15.293Z
2792,New,2025-05-15T18:02:09.32Z
2872,New,2025-05-14T22:04:54.653Z
2872,New,2025-05-14T22:08:17.01Z
2872,New,2025-05-15T18:14:34.047Z
2872,New,2025-05-15T18:15:25.373Z
2879,New,2025-05-15T12:13:20.65Z
2879,New,2025-05-15T13:06:46.507Z
2895,New,2025-05-15T18:16:21.323Z
2897,New,2025-05-15T18:24:00.283Z
2898,New,2025-05-15T18:29:59.263Z
2898,New,2025-05-15T18:32:00.847Z
2899,New,2025-05-15T18:32:27.04Z
2900,New,2025-05-15T18:36:01.123Z
2900,New,2025-05-15T18:36:15.853Z
